Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Total_Duration,Total_Pages,Avg_Time_Per_Page,Admin_Info_Ratio,Admin_Product_Ratio,Info_Product_Ratio,Admin_Duration_Per_Page,Info_Duration_Per_Page,Product_Duration_Per_Page,Bounce_Exit_Diff,Month_Num,Season,Holiday_Season,Is_Returning_Visitor,Is_New_Visitor,Is_Other_Visitor,PageValues_BounceRates,PageValues_ExitRates,Weekend_SpecialDay,ProductRelated_Weekend,Administrative_Duration_Log,Informational_Duration_Log,ProductRelated_Duration_Log,PageValues_Log,PageValues_Binned,ProductRelated_Binned
0,0.0,0,0.0,3,17.0,0.0,0.033333333,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,0,17.0,3,5.666666666666667,0.0,0.0,0.0,0.0,0.0,4.25,-0.033333333,3,Spring,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,2.8903717578961645,0.0,,Very Low
4,76.0,0,0.0,186,5106.262991,0.003723404,0.023642242,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,1,5182.262991,190,27.27506837368421,4.0,0.0213903743315508,0.0,15.2,0.0,27.306219203208553,-0.019918838,11,Fall,1,1,0,0,0.0,0.0,0.0,186,4.343805421853684,0.0,8.538418921503473,0.0,,Very High
3,127.1,0,0.0,36,2590.8,0.0,0.026315789,0.0,0.0,Oct,2,2,1,1,Returning_Visitor,0,2717.9,39,69.68974358974359,3.0,0.08108108108108109,0.0,31.775,0.0,70.02162162162162,-0.026315789,10,Fall,0,1,0,0,0.0,0.0,0.0,0,4.852811208902689,0.0,7.860107894001314,0.0,,Medium
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,3,2,3,2,Returning_Visitor,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,Winter,1,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,Very Low
4,28.5,0,0.0,20,500.5,0.0,0.029824561,0.0,0.0,Nov,4,1,2,1,Returning_Visitor,1,529.0,24,22.041666666666668,4.0,0.19047619047619047,0.0,5.7,0.0,23.833333333333332,-0.029824561,11,Fall,1,1,0,0,0.0,0.0,0.0,20,3.3843902633457743,0.0,6.2176036074019905,0.0,,Low
0,0.0,0,0.0,6,399.0,0.033333333,0.022222222,44.99,0.0,May,3,2,2,5,Returning_Visitor,0,399.0,6,66.5,0.0,0.0,0.0,0.0,0.0,57.0,0.011111111,5,Spring,0,1,0,0,1.4996666516700001,0.99977776778,0.0,0,0.0,0.0,5.991464547107982,3.8284239815518326,Medium,Low
11,362.3,0,0.0,41,1081.713333,0.01,0.028830409,27.5128393,0.0,Sep,2,2,1,1,Returning_Visitor,1,1444.0133329999999,52,27.76948717307692,11.0,0.2619047619047619,0.0,30.191666666666666,0.0,25.755079357142854,-0.018830409,9,Fall,0,1,0,0,0.275128393,0.7932064097702737,0.0,41,5.895228939227156,0.0,6.98722551482494,3.350354487583542,Medium,Medium
4,63.875,1,0.0,43,1329.686508,0.015646259,0.036603499,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,0,1393.561508,48,29.032531416666668,2.0,0.09090909090909091,0.022727272727272728,12.775,0.0,30.220147909090908,-0.02095724,11,Fall,1,1,0,0,0.0,0.0,0.0,0,4.172462341486053,0.0,7.193450259473723,0.0,,Medium
4,147.5,1,37.5,25,788.2666667,0.007142857,0.028571429,16.70657143,0.0,May,2,2,3,3,Returning_Visitor,0,973.2666667,30,32.44222222333333,2.0,0.15384615384615385,0.038461538461538464,29.5,18.75,30.317948719230767,-0.021428572,5,Spring,0,1,0,0,0.11933265068477551,0.47733061944567345,0.0,0,5.000584958242754,3.6506582412937387,6.6711042443516595,2.873935837908797,Medium,Medium
4,55.0,0,0.0,16,284.9,0.003333333,0.033333333,18.8649,0.0,Mar,1,1,2,10,Returning_Visitor,0,339.9,20,16.994999999999997,4.0,0.23529411764705882,0.0,11.0,0.0,16.758823529411764,-0.03,3,Spring,0,1,0,0,0.06288299371169999,0.6288299937116999,0.0,0,4.02535169073515,0.0,5.655642099328266,2.988954355274531,Medium,Low
0,0.0,0,0.0,6,815.0,0.05,0.044444444,0.0,0.2,May,1,2,1,4,Returning_Visitor,0,815.0,6,135.83333333333334,0.0,0.0,0.0,0.0,0.0,116.42857142857143,0.005555556000000003,5,Spring,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,6.704414354964107,0.0,,Low
0,0.0,0,0.0,8,402.0,0.0,0.038095238,0.0,0.0,Mar,2,2,2,1,Returning_Visitor,0,402.0,8,50.25,0.0,0.0,0.0,0.0,0.0,44.666666666666664,-0.038095238,3,Spring,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,5.998936561946683,0.0,,Low
0,0.0,0,0.0,4,118.0,0.05,0.066666667,0.0,0.0,May,1,1,2,3,Returning_Visitor,0,118.0,4,29.5,0.0,0.0,0.0,0.0,0.0,23.6,-0.016666666999999996,5,Spring,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,4.77912349311153,0.0,,Very Low
6,104.5,0,0.0,11,1206.75,0.0,0.013333333,0.0,0.0,Dec,4,1,4,8,New_Visitor,0,1311.25,17,77.13235294117646,6.0,0.5,0.0,14.928571428571429,0.0,100.5625,-0.013333333,12,Winter,1,0,1,0,0.0,0.0,0.0,0,4.658710952916121,0.0,7.096514403434516,0.0,,Low
7,190.2628205,4,195.0,124,3197.290064,0.010320513,0.01989345,7.059929851,0.0,Nov,3,2,6,2,Returning_Visitor,1,3582.5528845,135,26.537428774074073,1.4,0.056,0.032,23.7828525625,39.0,25.578320511999998,-0.009572937,11,Fall,1,1,0,0,0.07286209780633356,0.14044636149437595,0.0,124,5.253648505753998,5.278114659230517,8.070371590969305,2.0869048531307866,Low,Very High
0,0.0,0,0.0,9,890.0,0.044444444,0.066666667,0.0,0.4,May,2,2,6,19,Returning_Visitor,0,890.0,9,98.88888888888889,0.0,0.0,0.0,0.0,0.0,89.0,-0.022222223,5,Spring,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,6.792344427470809,0.0,,Low
0,0.0,0,0.0,8,323.5,0.0,0.025,23.235,0.0,May,1,1,1,5,New_Visitor,0,323.5,8,40.4375,0.0,0.0,0.0,0.0,0.0,35.94444444444444,-0.025,5,Spring,0,0,1,0,0.0,0.580875,0.0,0,0.0,0.0,5.782285536144145,3.187797869297339,Medium,Low
0,0.0,0,0.0,6,50.0,0.0,0.033333333,0.0,0.0,May,2,4,3,3,Returning_Visitor,0,50.0,6,8.333333333333334,0.0,0.0,0.0,0.0,0.0,7.142857142857143,-0.033333333,5,Spring,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,3.9318256327243257,0.0,,Low
9,183.7083333,1,17.0,80,1143.371078,0.002463054,0.019057903,12.45099015,0.0,May,1,1,3,3,Returning_Visitor,1,1344.0794113,90,14.93421568111111,4.5,0.1111111111111111,0.012345679012345678,18.37083333,8.5,14.115692320987653,-0.016594849000000002,5,Spring,0,1,0,0,0.030667461092918104,0.2372897625326555,0.0,80,5.218778004216643,2.8903717578961645,7.04261048822465,2.599052720438614,Medium,High
0,0.0,0,0.0,3,33.2,0.133333333,0.166666667,0.0,0.0,Aug,3,2,1,2,Returning_Visitor,1,33.2,3,11.066666666666668,0.0,0.0,0.0,0.0,0.0,8.3,-0.03333333399999999,8,Summer,0,1,0,0,0.0,0.0,0.0,3,0.0,0.0,3.5322256440685598,0.0,,Very Low
0,0.0,0,0.0,19,751.3333333,0.0,0.002777778,13.62630613,0.0,Mar,2,2,1,2,Returning_Visitor,1,751.3333333,19,39.54385964736842,0.0,0.0,0.0,0.0,0.0,37.566666665,-0.002777778,3,Spring,0,1,0,0,0.0,0.03785085338917914,0.0,19,0.0,0.0,6.623179488105119,2.6828216971643832,Medium,Low
4,64.33333333,1,13.0,27,1433.916667,0.0,0.018226601,3.691344828,0.0,Mar,1,4,1,8,New_Visitor,0,1511.25000033,32,47.2265625103125,2.0,0.14285714285714285,0.03571428571428571,12.866666666,6.5,51.211309535714285,-0.018226601,3,Spring,0,0,1,0,0.0,0.06728066933336962,0.0,0,4.179502370511387,2.6390573296152584,7.268862054730487,1.545719285065089,Low,Medium
9,79.0,1,155.5,55,1743.066667,0.0,0.004371585,0.0,0.0,Mar,2,2,6,2,Returning_Visitor,0,1977.566667,65,30.42410256923077,4.5,0.16071428571428573,0.017857142857142856,7.9,77.75,31.126190482142857,-0.004371585,3,Spring,0,1,0,0,0.0,0.0,0.0,0,4.382026634673881,5.0530560099802075,7.463974830229137,0.0,,High
1,26.5,0,0.0,13,470.5,0.0,0.016666667,41.422095,0.0,Nov,1,1,4,2,New_Visitor,0,497.0,14,35.5,1.0,0.07142857142857142,0.0,13.25,0.0,33.607142857142854,-0.016666667,11,Fall,1,0,1,0,0.0,0.6903682638073649,0.0,0,3.3141860046725258,0.0,6.155919102073512,3.7476693349986,Medium,Low
0,0.0,0,0.0,10,392.5,0.0,0.02,42.83887416,0.0,Nov,1,1,2,2,New_Visitor,0,392.5,10,39.25,0.0,0.0,0.0,0.0,0.0,35.68181818181818,-0.02,11,Fall,1,0,1,0,0.0,0.8567774832000001,0.0,0,0.0,0.0,5.975081067857458,3.780520961653072,Medium,Low
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,4,6,2,Returning_Visitor,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Spring,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,Very Low
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.8,Feb,2,2,2,1,Returning_Visitor,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Winter,0,1,0,0,0.0,0.0,0.8,1,0.0,0.0,0.0,0.0,,Very Low
4,131.0,0,0.0,10,285.5,0.033333333,0.083333333,0.0,0.0,Dec,3,2,4,3,Returning_Visitor,0,416.5,14,29.75,4.0,0.36363636363636365,0.0,26.2,0.0,25.954545454545453,-0.049999999999999996,12,Winter,1,1,0,0,0.0,0.0,0.0,0,4.882801922586371,0.0,5.6577385361547945,0.0,,Low
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,1,1,1,6,Returning_Visitor,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Spring,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,Very Low
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Spring,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,Very Low
1,46.0,0,0.0,17,931.0,0.027777778,0.062962963,0.0,0.0,May,3,2,1,13,Returning_Visitor,0,977.0,18,54.27777777777778,1.0,0.05555555555555555,0.0,23.0,0.0,51.72222222222222,-0.035185184999999994,5,Spring,0,1,0,0,0.0,0.0,0.0,0,3.8501476017100584,0.0,6.837332814685591,0.0,,Low
0,0.0,0,0.0,8,1102.5,0.04,0.090625,0.0,0.0,Dec,1,1,6,2,Returning_Visitor,1,1102.5,8,137.8125,0.0,0.0,0.0,0.0,0.0,122.5,-0.050624999999999996,12,Winter,1,1,0,0,0.0,0.0,0.0,8,0.0,0.0,7.006242225696791,0.0,,Low
3,27.0,0,0.0,21,898.0,0.015384615,0.042307692,10.94723077,0.6,May,2,2,1,3,Returning_Visitor,0,925.0,24,38.541666666666664,3.0,0.13636363636363635,0.0,6.75,0.0,40.81818181818182,-0.026923077,5,Spring,0,1,0,0,0.16841893071260358,0.4631520676700829,0.0,0,3.332204510175204,0.0,6.80128303447162,2.480499516794845,Medium,Medium
1,0.0,0,0.0,0,0.0,0.2,0.2,0.0,0.0,May,1,1,1,2,Returning_Visitor,0,0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5,Spring,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,
1,16.0,0,0.0,44,2939.625,0.0,0.002222222,32.81205711,0.0,Nov,2,2,8,2,Returning_Visitor,0,2955.625,45,65.68055555555556,1.0,0.022222222222222223,0.0,8.0,0.0,65.325,-0.002222222,11,Fall,1,1,0,0,0.0,0.07291567517509841,0.0,0,2.833213344056216,0.0,7.986377422773744,3.5208174581105642,Medium,Medium
6,61.0,0,0.0,21,585.3916667,0.0,0.007692308,0.0,0.0,Dec,2,2,4,1,New_Visitor,0,646.3916667,27,23.9404321,6.0,0.2727272727272727,0.0,8.714285714285714,0.0,26.608712122727272,-0.007692308,12,Winter,1,0,1,0,0.0,0.0,0.0,0,4.127134385045092,0.0,6.373987939523307,0.0,,Medium
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,1,1,5,1,Returning_Visitor,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,Winter,1,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,Very Low
3,113.8,0,0.0,15,336.1383333,0.0,0.011764706,0.0,0.0,Nov,2,4,9,3,New_Visitor,0,449.9383333,18,24.996574072222224,3.0,0.1875,0.0,28.45,0.0,21.00864583125,-0.011764706,11,Fall,1,0,1,0,0.0,0.0,0.0,0,4.743191483885466,0.0,5.820493330696352,0.0,,Low
5,74.75,3,86.75,51,2003.375779,0.0,0.008874272,44.33548922,0.0,Nov,2,2,7,2,Returning_Visitor,0,2164.875779,59,36.69280981355932,1.25,0.09615384615384616,0.057692307692307696,12.458333333333334,21.6875,38.526457288461536,-0.008874272,11,Fall,1,1,0,0,0.0,0.39344519059134786,0.0,0,4.327438444389479,4.4744918623459755,7.603087959097173,3.8140901522607056,Medium,High
0,0.0,0,0.0,44,784.8833333,0.0,0.004761905,360.9533839,0.0,Dec,8,13,9,20,Other,0,784.8833333,44,17.838257575,0.0,0.0,0.0,0.0,0.0,17.44185185111111,-0.004761905,12,Winter,1,0,0,1,0.0,1.7188257235603297,0.0,0,0.0,0.0,6.6668083504962175,5.891515429776813,Very High,Medium
0,0.0,0,0.0,9,123.1666667,0.022222222,0.077777778,0.0,0.0,Nov,2,2,9,3,Returning_Visitor,0,123.1666667,9,13.685185188888887,0.0,0.0,0.0,0.0,0.0,12.31666667,-0.055555556000000006,11,Fall,1,1,0,0,0.0,0.0,0.0,0,0.0,0.0,4.821624749419961,0.0,,Low
0,0.0,0,0.0,18,286.0,0.011111111,0.061111111,0.0,0.8,May,2,2,9,3,Returning_Visitor,0,286.0,18,15.88888888888889,0.0,0.0,0.0,0.0,0.0,15.052631578947368,-0.05,5,Spring,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,5.659482215759621,0.0,,Low
9,236.8,0,0.0,240,5523.926505,0.0,0.001197045,20.62387076,0.0,Oct,2,5,4,20,Returning_Visitor,0,5760.7265050000005,249,23.135447811244983,9.0,0.03734439834024896,0.0,23.68,0.0,22.920856867219918,-0.001197045,10,Fall,0,1,0,0,0.0,0.024687701373904202,0.0,0,5.471429984256681,0.0,8.617025224035034,3.0737978322637223,Medium,Very High
0,0.0,0,0.0,3,423.5,0.095454545,0.121153846,0.0,0.0,Dec,3,2,1,1,Returning_Visitor,0,423.5,3,141.16666666666666,0.0,0.0,0.0,0.0,0.0,105.875,-0.025699300999999994,12,Winter,1,1,0,0,0.0,0.0,0.0,0,0.0,0.0,6.050912005751402,0.0,,Very Low
4,159.0,0,0.0,16,307.6166667,0.0,0.010526316,0.0,0.0,Oct,1,1,3,2,Returning_Visitor,1,466.6166667,20,23.330833335,4.0,0.23529411764705882,0.0,31.8,0.0,18.09509804117647,-0.010526316,10,Fall,0,1,0,0,0.0,0.0,0.0,16,5.075173815233827,0.0,5.732099945923724,0.0,,Low
0,0.0,0,0.0,87,4403.382777,0.002941176,0.011552302,0.0,0.0,Dec,2,2,6,2,Returning_Visitor,0,4403.382777,87,50.613595137931036,0.0,0.0,0.0,0.0,0.0,50.03844064772727,-0.008611126,12,Winter,1,1,0,0,0.0,0.0,0.0,0,0.0,0.0,8.390355409824016,0.0,,High
0,0.0,0,0.0,2,18.0,0.0,0.1,0.0,0.0,Nov,1,1,1,1,Returning_Visitor,0,18.0,2,9.0,0.0,0.0,0.0,0.0,0.0,6.0,-0.1,11,Fall,1,1,0,0,0.0,0.0,0.0,0,0.0,0.0,2.9444389791664403,0.0,,Very Low
7,41.375,0,0.0,67,3014.290476,0.001917808,0.00781583,4.18760274,0.8,May,3,2,3,3,Returning_Visitor,0,3055.665476,74,41.2927767027027,7.0,0.10294117647058823,0.0,5.171875,0.0,44.32780111764706,-0.005898021999999999,5,Spring,0,1,0,0,0.00803101803559392,0.032729591123374195,0.0,0,3.746558565700614,0.0,8.011451448135794,1.646271690661899,Low,High
3,27.53333333,1,0.0,45,3141.258333,0.02173913,0.040017253,6.673695652,1.0,May,3,2,1,3,Returning_Visitor,1,3168.79166633,49,64.66921768020408,1.5,0.06521739130434782,0.021739130434782608,6.8833333325,0.0,68.28822463043478,-0.018278123000000004,5,Spring,0,1,0,0,0.14508033735926276,0.267062967351084,1.0,45,3.3510729943627644,0.0,8.052697034722824,2.0377983314083776,Low,Medium
6,123.5416667,0,0.0,12,189.0,0.0,0.014285714,0.0,0.0,Dec,3,12,3,1,New_Visitor,0,312.5416667,18,17.36342592777778,6.0,0.46153846153846156,0.0,17.648809528571427,0.0,14.538461538461538,-0.014285714,12,Winter,1,0,1,0,0.0,0.0,0.0,0,4.82464033220364,0.0,5.247024072160486,0.0,,Low
2,37.5,0,0.0,70,6384.366987,0.016666667,0.027790836,0.0,0.0,Nov,1,1,3,8,Returning_Visitor,0,6421.866987,72,89.19259704166667,2.0,0.028169014084507043,0.0,12.5,0.0,89.9206617887324,-0.011124169,11,Fall,1,1,0,0,0.0,0.0,0.0,0,3.6506582412937387,0.0,8.761764243244064,0.0,,High
0,0.0,2,66.0,27,875.5,0.0,0.014367816,0.0,0.0,May,4,2,1,2,Returning_Visitor,1,941.5,29,32.46551724137931,0.0,0.0,0.07142857142857142,0.0,22.0,31.267857142857142,-0.014367816,5,Spring,0,1,0,0,0.0,0.0,0.0,27,0.0,4.204692619390966,6.775936704361289,0.0,,Medium
17,346.7096405,3,207.25,292,8282.214508,0.000977199,0.005669849,13.91832377,0.0,Nov,2,2,1,2,Returning_Visitor,1,8836.174148499998,312,28.321070988782047,4.25,0.05802047781569966,0.010238907849829351,19.261646694444444,51.8125,28.266943713310578,-0.0046926500000000005,11,Fall,1,1,0,0,0.01360097206972023,0.07891479410901074,0.0,292,5.8513677651177955,5.338739281046952,9.02198639764311,2.702590240608894,Medium,Very High
5,44.01666667,0,0.0,4,162.5333333,0.0,0.0,39.27673964,0.0,Aug,4,2,1,2,Returning_Visitor,0,206.54999997000002,9,22.94999999666667,5.0,1.0,0.0,7.336111111666667,0.0,32.50666666,0.0,8,Summer,0,1,0,0,0.0,0.0,0.0,0,3.8070327916445614,0.0,5.097016842952447,3.6957741221711706,Medium,Very Low
0,0.0,0,0.0,10,165.0,0.03,0.046666667,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,1,165.0,10,16.5,0.0,0.0,0.0,0.0,0.0,15.0,-0.016666667000000003,11,Fall,1,1,0,0,0.0,0.0,0.0,10,0.0,0.0,5.111987788356544,0.0,,Low
0,0.0,0,0.0,31,558.3333333,0.0,0.026666667,0.0,0.8,May,2,2,8,3,Returning_Visitor,0,558.3333333,31,18.010752687096776,0.0,0.0,0.0,0.0,0.0,17.447916665625,-0.026666667,5,Spring,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,6.326745598299447,0.0,,Medium
0,0.0,0,0.0,22,266.1666667,0.009090909,0.018181818,0.0,0.0,Nov,2,4,1,2,Returning_Visitor,0,266.1666667,22,12.09848485,0.0,0.0,0.0,0.0,0.0,11.572463769565218,-0.009090909,11,Fall,1,1,0,0,0.0,0.0,0.0,0,0.0,0.0,5.587872683506264,0.0,,Medium
3,68.33333333,0,0.0,39,1263.864951,0.007906977,0.025721669,14.94379331,0.0,Nov,3,2,1,2,Returning_Visitor,0,1332.19828433,42,31.719006769761904,3.0,0.075,0.0,17.0833333325,0.0,31.596623775,-0.017814692,11,Fall,1,1,0,0,0.11816022999492388,0.3843793051242344,0.0,0,4.238925790985132,0.0,7.142720637359802,2.7690696193292266,Medium,Medium
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.4,May,2,2,1,13,Returning_Visitor,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Spring,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,Very Low
0,0.0,0,0.0,13,468.1666667,0.0,0.006060606,0.0,0.0,May,2,2,6,2,New_Visitor,1,468.1666667,13,36.01282051538462,0.0,0.0,0.0,0.0,0.0,33.44047619285714,-0.006060606,5,Spring,0,0,1,0,0.0,0.0,0.0,13,0.0,0.0,6.150958071416784,0.0,,Low
0,0.0,0,0.0,48,832.0833333,0.038478261,0.064782609,0.0,0.0,Dec,3,2,1,3,Returning_Visitor,0,832.0833333,48,17.33506944375,0.0,0.0,0.0,0.0,0.0,16.981292516326533,-0.026304348000000005,12,Winter,1,1,0,0,0.0,0.0,0.0,0,0.0,0.0,6.725133677139168,0.0,,Medium
5,103.0,0,0.0,16,399.0,0.021052632,0.056140351,0.0,0.0,May,2,5,1,19,Returning_Visitor,0,502.0,21,23.904761904761905,5.0,0.29411764705882354,0.0,17.166666666666668,0.0,23.470588235294116,-0.035087718999999996,5,Spring,0,1,0,0,0.0,0.0,0.0,0,4.6443908991413725,0.0,5.991464547107982,0.0,,Low
0,0.0,0,0.0,3,14.0,0.155555556,0.155555556,0.0,0.0,May,1,1,4,4,Returning_Visitor,1,14.0,3,4.666666666666667,0.0,0.0,0.0,0.0,0.0,3.5,0.0,5,Spring,0,1,0,0,0.0,0.0,0.0,3,0.0,0.0,2.70805020110221,0.0,,Very Low
2,67.0,0,0.0,10,234.6384615,0.054545455,0.064935065,0.0,0.0,Nov,3,2,3,13,Returning_Visitor,1,301.6384615,12,25.136538458333334,2.0,0.18181818181818182,0.0,22.333333333333332,0.0,21.33076922727273,-0.01038961,11,Fall,1,1,0,0,0.0,0.0,0.0,10,4.219507705176107,0.0,5.462298687604843,0.0,,Low
0,0.0,1,0.0,26,653.4,0.041333333,0.067142857,0.0,0.0,Jul,2,2,2,1,Returning_Visitor,1,653.4,27,24.2,0.0,0.0,0.037037037037037035,0.0,0.0,24.2,-0.025809524,7,Summer,0,1,0,0,0.0,0.0,0.0,26,0.0,0.0,6.483718785288537,0.0,,Medium
2,67.5,0,0.0,11,294.0,0.0,0.009090909,0.0,0.0,Dec,1,1,3,8,Returning_Visitor,1,361.5,13,27.807692307692307,2.0,0.16666666666666666,0.0,22.5,0.0,24.5,-0.009090909,12,Winter,1,1,0,0,0.0,0.0,0.0,11,4.22683374526818,0.0,5.68697535633982,0.0,,Low
0,0.0,2,193.25,106,5633.538274,0.008878505,0.017232253,0.0,1.0,May,3,2,8,2,Returning_Visitor,1,5826.788274,108,53.95174327777777,0.0,0.0,0.018691588785046728,0.0,64.41666666666667,52.64989041121495,-0.008353748,5,Spring,0,1,0,0,0.0,0.0,1.0,106,0.0,5.269145989247757,8.636670484163725,0.0,,Very High
0,0.0,0,0.0,11,435.3333333,0.063636364,0.104242424,0.0,0.0,Nov,1,1,1,3,Returning_Visitor,0,435.3333333,11,39.57575757272727,0.0,0.0,0.0,0.0,0.0,36.277777775,-0.04060606,11,Fall,1,1,0,0,0.0,0.0,0.0,0,0.0,0.0,6.078406477165396,0.0,,Low
2,114.0,0,0.0,11,427.0,0.014285714,0.042857143,39.42,0.0,May,2,2,1,2,Returning_Visitor,0,541.0,13,41.61538461538461,2.0,0.16666666666666666,0.0,38.0,0.0,35.583333333333336,-0.028571429000000002,5,Spring,0,1,0,0,0.56314284588,1.6894285770600002,0.0,0,4.74493212836325,0.0,6.059123195581797,3.699324711975475,Medium,Low
1,23.0,0,0.0,7,934.0,0.0,0.033333333,0.0,0.0,May,2,2,1,13,New_Visitor,0,957.0,8,119.625,1.0,0.125,0.0,11.5,0.0,116.75,-0.033333333,5,Spring,0,0,1,0,0.0,0.0,0.0,0,3.1780538303479458,0.0,6.840546529288687,0.0,,Low
3,11.66666667,0,0.0,39,557.2452381,0.028947368,0.052076023,0.0,0.6,May,3,2,3,13,Returning_Visitor,0,568.9119047700001,42,13.54552154214286,3.0,0.075,0.0,2.9166666675,0.0,13.931130952500002,-0.023128654999999998,5,Spring,0,1,0,0,0.0,0.0,0.0,0,2.538973871321434,0.0,6.324798360634625,0.0,,Medium
7,150.3571429,1,9.0,221,11431.00124,0.011148992,0.021904109,1.582473154,0.0,Nov,2,5,1,2,Returning_Visitor,1,11590.3583829,229,50.612918702620085,3.5,0.03153153153153153,0.0045045045045045045,18.7946428625,4.5,51.49099657657658,-0.010755117000000002,11,Fall,1,1,0,0,0.01764298053416077,0.03466266445478979,0.0,221,5.019642228936193,2.302585092994046,9.344171828077156,0.9487475266042847,Low,Very High
1,180.4,1,36.2,28,1907.08,0.006666667,0.015555556,19.24405095,0.0,Sep,2,2,1,1,Returning_Visitor,1,2123.68,30,70.78933333333333,0.5,0.034482758620689655,0.034482758620689655,90.2,18.1,65.76137931034482,-0.008888889,9,Fall,0,1,0,0,0.12829367941468364,0.2993519122195782,0.0,28,5.200704537681037,3.616308761279101,7.553852779850422,3.007860970143764,Medium,Medium
3,15.0,0,0.0,11,246.0,0.018181818,0.054545455,0.0,0.0,Mar,2,2,1,8,Returning_Visitor,0,261.0,14,18.642857142857142,3.0,0.25,0.0,3.75,0.0,20.5,-0.036363637000000004,3,Spring,0,1,0,0,0.0,0.0,0.0,0,2.772588722239781,0.0,5.5093883366279774,0.0,,Low
6,96.0,6,251.6666667,16,261.0,0.012820513,0.029871795,0.0,0.0,Nov,3,2,7,1,Returning_Visitor,1,608.6666667,28,21.738095239285713,0.8571428571428571,0.35294117647058826,0.35294117647058826,13.714285714285714,35.95238095714286,15.352941176470589,-0.017051282,11,Fall,1,1,0,0,0.0,0.0,0.0,16,4.574710978503383,5.532071097106188,5.568344503761097,0.0,,Low
4,171.0,0,0.0,20,745.3333333,0.00952381,0.028571429,0.0,0.0,Mar,2,2,1,10,Returning_Visitor,0,916.3333333,24,38.180555554166666,4.0,0.19047619047619047,0.0,34.2,0.0,35.49206349047619,-0.019047619,3,Spring,0,1,0,0,0.0,0.0,0.0,0,5.147494476813453,0.0,6.615172327885983,0.0,,Low
3,100.0,0,0.0,8,127.6666667,0.0,0.005,0.0,0.0,May,3,2,4,2,Returning_Visitor,0,227.6666667,11,20.6969697,3.0,0.3333333333333333,0.0,25.0,0.0,14.185185188888887,-0.005,5,Spring,0,1,0,0,0.0,0.0,0.0,0,4.61512051684126,0.0,4.857225081055788,0.0,,Low
8,205.25,0,0.0,155,4502.511111,0.000176367,0.010885984,3.801288988,0.0,Nov,2,2,1,6,Returning_Visitor,0,4707.761111,163,28.881970006134967,8.0,0.05128205128205128,0.0,22.805555555555557,0.0,28.86225071153846,-0.010709617,11,Fall,1,1,0,0,0.000670421934946596,0.04138077110274419,0.0,0,5.32908902521479,0.0,8.412612618412938,1.5688844210303237,Low,Very High
0,0.0,4,122.5,330,11208.35506,0.008042825,0.022913324,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,0,11330.85506,334,33.92471574850299,0.0,0.0,0.012084592145015106,0.0,24.5,33.86209987915408,-0.014870498999999999,11,Fall,1,1,0,0,0.0,0.0,0.0,0,0.0,4.816241156068032,9.32450398185093,0.0,,Very High
